CONF	|P|	max_gen	n_m	n_c	k1(non-cloned_solutions)	k2(cloned_solutions)	|B|	life_span	seed
1	100	500	0.830000	0.200000	1.300000	4.000000	0.100000	10	1
Instancias 	 L2 	 Bins 	 FBPP 	 Gen 	 Time
instancesConflicts/BPPC_1_0_1.txt 	 48 	 48 	 0.401134 	 11 	 150005.000000
instancesConflicts/BPPC_1_0_2.txt 	 49 	 49 	 0.480616 	 11 	 153093.000000
instancesConflicts/BPPC_1_0_3.txt 	 46 	 46 	 0.531240 	 11 	 156413.000000
instancesConflicts/BPPC_1_0_4.txt 	 49 	 49 	 0.458024 	 11 	 158178.000000
instancesConflicts/BPPC_1_0_5.txt 	 50 	 50 	 0.505232 	 11 	 165660.000000
instancesConflicts/BPPC_1_0_6.txt 	 48 	 48 	 0.483103 	 11 	 160829.000000
instancesConflicts/BPPC_1_0_7.txt 	 48 	 48 	 0.527640 	 11 	 157312.000000
instancesConflicts/BPPC_1_0_8.txt 	 49 	 49 	 0.543917 	 12 	 167900.000000
instancesConflicts/BPPC_1_0_9.txt 	 50 	 50 	 0.462671 	 15 	 212134.000000
instancesConflicts/BPPC_1_0_10.txt 	 46 	 46 	 0.496975 	 13 	 183312.000000
instancesConflicts/BPPC_1_1_1.txt 	 48 	 48 	 0.456847 	 11 	 159922.000000
instancesConflicts/BPPC_1_1_2.txt 	 49 	 49 	 0.532068 	 11 	 155781.000000
instancesConflicts/BPPC_1_1_3.txt 	 46 	 46 	 0.533128 	 11 	 147355.000000
instancesConflicts/BPPC_1_1_4.txt 	 49 	 49 	 0.480182 	 11 	 151297.000000
instancesConflicts/BPPC_1_1_5.txt 	 50 	 50 	 0.591763 	 11 	 156645.000000
instancesConflicts/BPPC_1_1_6.txt 	 48 	 48 	 0.482963 	 11 	 148669.000000
instancesConflicts/BPPC_1_1_7.txt 	 48 	 48 	 0.484192 	 12 	 159836.000000
instancesConflicts/BPPC_1_1_8.txt 	 49 	 49 	 0.582248 	 12 	 159316.000000
instancesConflicts/BPPC_1_1_9.txt 	 50 	 50 	 0.501622 	 20 	 270358.000000
instancesConflicts/BPPC_1_1_10.txt 	 46 	 46 	 0.435225 	 13 	 176681.000000
instancesConflicts/BPPC_1_2_1.txt 	 48 	 48 	 0.449444 	 12 	 162018.000000
instancesConflicts/BPPC_1_2_2.txt 	 49 	 49 	 0.487915 	 11 	 150978.000000
instancesConflicts/BPPC_1_2_3.txt 	 46 	 46 	 0.502609 	 14 	 169689.000000
instancesConflicts/BPPC_1_2_4.txt 	 49 	 49 	 0.641763 	 12 	 163627.000000
instancesConflicts/BPPC_1_2_5.txt 	 50 	 50 	 0.573811 	 11 	 160436.000000
instancesConflicts/BPPC_1_2_6.txt 	 48 	 48 	 0.475888 	 12 	 159050.000000
instancesConflicts/BPPC_1_2_7.txt 	 48 	 48 	 0.540051 	 15 	 188729.000000
instancesConflicts/BPPC_1_2_8.txt 	 49 	 50 	 0.488794 	 14 	 178907.000000
instancesConflicts/BPPC_1_2_9.txt 	 50 	 50 	 0.456024 	 20 	 262940.000000
instancesConflicts/BPPC_1_2_10.txt 	 46 	 47 	 0.527103 	 11 	 142189.000000
instancesConflicts/BPPC_1_3_1.txt 	 48 	 49 	 0.580573 	 13 	 168911.000000
instancesConflicts/BPPC_1_3_2.txt 	 49 	 51 	 0.536649 	 11 	 154623.000000
instancesConflicts/BPPC_1_3_3.txt 	 46 	 49 	 0.528856 	 13 	 180493.000000
instancesConflicts/BPPC_1_3_4.txt 	 49 	 50 	 0.470801 	 13 	 179268.000000
instancesConflicts/BPPC_1_3_5.txt 	 50 	 50 	 0.492536 	 13 	 185605.000000
instancesConflicts/BPPC_1_3_6.txt 	 48 	 49 	 0.495424 	 12 	 157109.000000
instancesConflicts/BPPC_1_3_7.txt 	 48 	 50 	 0.446329 	 29 	 343685.000000
instancesConflicts/BPPC_1_3_8.txt 	 49 	 55 	 0.471270 	 13 	 187763.000000
instancesConflicts/BPPC_1_3_9.txt 	 50 	 52 	 0.454866 	 11 	 162965.000000
instancesConflicts/BPPC_1_3_10.txt 	 46 	 50 	 0.459637 	 11 	 155763.000000
instancesConflicts/BPPC_1_4_1.txt 	 48 	 52 	 0.411745 	 14 	 212391.000000
instancesConflicts/BPPC_1_4_2.txt 	 49 	 58 	 0.555134 	 11 	 174210.000000
instancesConflicts/BPPC_1_4_3.txt 	 46 	 57 	 0.458454 	 18 	 260962.000000
instancesConflicts/BPPC_1_4_4.txt 	 49 	 53 	 0.525078 	 11 	 168583.000000
instancesConflicts/BPPC_1_4_5.txt 	 50 	 53 	 0.544937 	 11 	 173216.000000
instancesConflicts/BPPC_1_4_6.txt 	 48 	 56 	 0.534070 	 11 	 182965.000000
instancesConflicts/BPPC_1_4_7.txt 	 48 	 58 	 0.566389 	 11 	 184619.000000
instancesConflicts/BPPC_1_4_8.txt 	 49 	 64 	 0.534974 	 11 	 194494.000000
instancesConflicts/BPPC_1_4_9.txt 	 50 	 58 	 0.511212 	 11 	 179372.000000
instancesConflicts/BPPC_1_4_10.txt 	 46 	 59 	 0.538552 	 11 	 177042.000000
instancesConflicts/BPPC_1_5_1.txt 	 48 	 66 	 0.519662 	 11 	 191267.000000
instancesConflicts/BPPC_1_5_2.txt 	 49 	 69 	 0.474744 	 11 	 201401.000000
instancesConflicts/BPPC_1_5_3.txt 	 46 	 68 	 0.491185 	 11 	 201655.000000
instancesConflicts/BPPC_1_5_4.txt 	 49 	 62 	 0.564597 	 18 	 287372.000000
instancesConflicts/BPPC_1_5_5.txt 	 50 	 61 	 0.476948 	 11 	 182396.000000
instancesConflicts/BPPC_1_5_6.txt 	 48 	 67 	 0.467387 	 11 	 190503.000000
instancesConflicts/BPPC_1_5_7.txt 	 48 	 67 	 0.487608 	 11 	 191256.000000
instancesConflicts/BPPC_1_5_8.txt 	 49 	 73 	 0.488292 	 11 	 205249.000000
instancesConflicts/BPPC_1_5_9.txt 	 50 	 69 	 0.537229 	 11 	 195637.000000
instancesConflicts/BPPC_1_5_10.txt 	 46 	 68 	 0.490278 	 11 	 198610.000000
instancesConflicts/BPPC_1_6_1.txt 	 48 	 76 	 0.501260 	 18 	 339083.000000
instancesConflicts/BPPC_1_6_2.txt 	 49 	 81 	 0.548363 	 11 	 227918.000000
instancesConflicts/BPPC_1_6_3.txt 	 46 	 77 	 0.569710 	 15 	 289324.000000
instancesConflicts/BPPC_1_6_4.txt 	 49 	 73 	 0.521204 	 11 	 209520.000000
instancesConflicts/BPPC_1_6_5.txt 	 50 	 75 	 0.533887 	 11 	 216024.000000
instancesConflicts/BPPC_1_6_6.txt 	 48 	 80 	 0.519861 	 11 	 223027.000000
instancesConflicts/BPPC_1_6_7.txt 	 48 	 76 	 0.550814 	 11 	 216626.000000
instancesConflicts/BPPC_1_6_8.txt 	 49 	 82 	 0.544045 	 11 	 228510.000000
instancesConflicts/BPPC_1_6_9.txt 	 50 	 81 	 0.494437 	 11 	 226058.000000
instancesConflicts/BPPC_1_6_10.txt 	 46 	 76 	 0.461475 	 11 	 224157.000000
instancesConflicts/BPPC_1_7_1.txt 	 48 	 89 	 0.488574 	 11 	 250676.000000
instancesConflicts/BPPC_1_7_2.txt 	 49 	 92 	 0.544108 	 11 	 252148.000000
instancesConflicts/BPPC_1_7_3.txt 	 46 	 88 	 0.475857 	 11 	 247547.000000
instancesConflicts/BPPC_1_7_4.txt 	 49 	 85 	 0.480048 	 11 	 237997.000000
instancesConflicts/BPPC_1_7_5.txt 	 50 	 87 	 0.519824 	 11 	 242502.000000
instancesConflicts/BPPC_1_7_6.txt 	 48 	 92 	 0.474798 	 11 	 256184.000000
instancesConflicts/BPPC_1_7_7.txt 	 48 	 87 	 0.513004 	 11 	 244729.000000
instancesConflicts/BPPC_1_7_8.txt 	 49 	 90 	 0.512013 	 11 	 248142.000000
instancesConflicts/BPPC_1_7_9.txt 	 50 	 93 	 0.503815 	 11 	 251799.000000
instancesConflicts/BPPC_1_7_10.txt 	 46 	 87 	 0.525036 	 11 	 246742.000000
instancesConflicts/BPPC_1_8_1.txt 	 48 	 98 	 0.530053 	 22 	 487404.000000
instancesConflicts/BPPC_1_8_2.txt 	 49 	 100 	 0.506671 	 11 	 270796.000000
instancesConflicts/BPPC_1_8_3.txt 	 46 	 100 	 0.535263 	 11 	 279048.000000
instancesConflicts/BPPC_1_8_4.txt 	 49 	 95 	 0.476996 	 11 	 259907.000000
instancesConflicts/BPPC_1_8_5.txt 	 50 	 100 	 0.491316 	 11 	 268395.000000
instancesConflicts/BPPC_1_8_6.txt 	 48 	 100 	 0.503430 	 21 	 472545.000000
instancesConflicts/BPPC_1_8_7.txt 	 48 	 97 	 0.504422 	 11 	 272068.000000
instancesConflicts/BPPC_1_8_8.txt 	 49 	 99 	 0.518434 	 11 	 274809.000000
instancesConflicts/BPPC_1_8_9.txt 	 50 	 105 	 0.549280 	 11 	 277568.000000
instancesConflicts/BPPC_1_8_10.txt 	 46 	 98 	 0.498499 	 11 	 268471.000000
instancesConflicts/BPPC_1_9_1.txt 	 48 	 110 	 0.554829 	 11 	 295281.000000
instancesConflicts/BPPC_1_9_2.txt 	 49 	 107 	 0.507882 	 11 	 291249.000000
instancesConflicts/BPPC_1_9_3.txt 	 46 	 114 	 0.530053 	 11 	 304147.000000
instancesConflicts/BPPC_1_9_4.txt 	 49 	 110 	 0.469377 	 11 	 297654.000000
instancesConflicts/BPPC_1_9_5.txt 	 50 	 111 	 0.488853 	 11 	 296412.000000
instancesConflicts/BPPC_1_9_6.txt 	 48 	 110 	 0.504854 	 11 	 296522.000000
instancesConflicts/BPPC_1_9_7.txt 	 48 	 107 	 0.534984 	 11 	 292671.000000
instancesConflicts/BPPC_1_9_8.txt 	 49 	 110 	 0.471473 	 11 	 301272.000000
instancesConflicts/BPPC_1_9_9.txt 	 50 	 112 	 0.518053 	 11 	 297972.000000
instancesConflicts/BPPC_1_9_10.txt 	 46 	 107 	 0.527113 	 11 	 298904.000000
instancesConflicts/BPPC_2_0_1.txt 	 99 	 99 	 0.496233 	 12 	 417050.000000
instancesConflicts/BPPC_2_0_2.txt 	 100 	 100 	 0.489984 	 11 	 377773.000000
instancesConflicts/BPPC_2_0_3.txt 	 102 	 102 	 0.520940 	 12 	 429119.000000
instancesConflicts/BPPC_2_0_4.txt 	 100 	 100 	 0.509957 	 11 	 368533.000000
instancesConflicts/BPPC_2_0_5.txt 	 101 	 101 	 0.506439 	 12 	 399735.000000
instancesConflicts/BPPC_2_0_6.txt 	 101 	 101 	 0.515423 	 19 	 609032.000000
instancesConflicts/BPPC_2_0_7.txt 	 102 	 102 	 0.503160 	 11 	 360073.000000
instancesConflicts/BPPC_2_0_8.txt 	 103 	 104 	 0.497815 	 11 	 427396.000000
instancesConflicts/BPPC_2_0_9.txt 	 105 	 106 	 0.561635 	 11 	 381057.000000
instancesConflicts/BPPC_2_0_10.txt 	 101 	 101 	 0.541949 	 11 	 402217.000000
instancesConflicts/BPPC_2_1_1.txt 	 99 	 99 	 0.520881 	 14 	 464583.000000
instancesConflicts/BPPC_2_1_2.txt 	 100 	 100 	 0.494170 	 12 	 422831.000000
instancesConflicts/BPPC_2_1_3.txt 	 102 	 102 	 0.499715 	 13 	 454172.000000
instancesConflicts/BPPC_2_1_4.txt 	 100 	 100 	 0.544312 	 11 	 365040.000000
instancesConflicts/BPPC_2_1_5.txt 	 101 	 101 	 0.468597 	 12 	 411632.000000
instancesConflicts/BPPC_2_1_6.txt 	 101 	 101 	 0.577379 	 19 	 608416.000000
instancesConflicts/BPPC_2_1_7.txt 	 102 	 102 	 0.546036 	 11 	 366549.000000
instancesConflicts/BPPC_2_1_8.txt 	 103 	 104 	 0.495861 	 11 	 440277.000000
instancesConflicts/BPPC_2_1_9.txt 	 105 	 106 	 0.488834 	 12 	 390333.000000
instancesConflicts/BPPC_2_1_10.txt 	 101 	 101 	 0.479038 	 11 	 393721.000000
instancesConflicts/BPPC_2_2_1.txt 	 99 	 99 	 0.493609 	 14 	 458073.000000
instancesConflicts/BPPC_2_2_2.txt 	 100 	 100 	 0.492639 	 16 	 486835.000000
instancesConflicts/BPPC_2_2_3.txt 	 102 	 102 	 0.481021 	 14 	 465053.000000
instancesConflicts/BPPC_2_2_4.txt 	 100 	 100 	 0.489723 	 14 	 409427.000000
instancesConflicts/BPPC_2_2_5.txt 	 101 	 101 	 0.484028 	 12 	 403380.000000
instancesConflicts/BPPC_2_2_6.txt 	 101 	 102 	 0.471496 	 16 	 490044.000000
instancesConflicts/BPPC_2_2_7.txt 	 102 	 102 	 0.514612 	 13 	 381547.000000
instancesConflicts/BPPC_2_2_8.txt 	 103 	 104 	 0.494289 	 11 	 436890.000000
instancesConflicts/BPPC_2_2_9.txt 	 105 	 106 	 0.489087 	 19 	 588906.000000
instancesConflicts/BPPC_2_2_10.txt 	 101 	 101 	 0.453093 	 13 	 457347.000000
instancesConflicts/BPPC_2_3_1.txt 	 99 	 100 	 0.527096 	 16 	 503176.000000
instancesConflicts/BPPC_2_3_2.txt 	 100 	 104 	 0.476186 	 15 	 505854.000000
instancesConflicts/BPPC_2_3_3.txt 	 102 	 103 	 0.450467 	 17 	 544312.000000
instancesConflicts/BPPC_2_3_4.txt 	 100 	 103 	 0.507053 	 16 	 512112.000000
instancesConflicts/BPPC_2_3_5.txt 	 101 	 102 	 0.479324 	 27 	 763256.000000
instancesConflicts/BPPC_2_3_6.txt 	 101 	 107 	 0.577504 	 15 	 527707.000000
instancesConflicts/BPPC_2_3_7.txt 	 102 	 105 	 0.500844 	 20 	 602051.000000
instancesConflicts/BPPC_2_3_8.txt 	 103 	 105 	 0.486737 	 18 	 631895.000000
instancesConflicts/BPPC_2_3_9.txt 	 105 	 111 	 0.495592 	 17 	 616322.000000
instancesConflicts/BPPC_2_3_10.txt 	 101 	 103 	 0.465547 	 15 	 511118.000000
instancesConflicts/BPPC_2_4_1.txt 	 99 	 105 	 0.531274 	 11 	 441494.000000
instancesConflicts/BPPC_2_4_2.txt 	 100 	 118 	 0.485009 	 11 	 502842.000000
instancesConflicts/BPPC_2_4_3.txt 	 102 	 111 	 0.452338 	 13 	 518897.000000
instancesConflicts/BPPC_2_4_4.txt 	 100 	 115 	 0.484938 	 11 	 512188.000000
instancesConflicts/BPPC_2_4_5.txt 	 101 	 115 	 0.465231 	 11 	 496697.000000
instancesConflicts/BPPC_2_4_6.txt 	 101 	 120 	 0.471384 	 11 	 508722.000000
instancesConflicts/BPPC_2_4_7.txt 	 102 	 115 	 0.517164 	 11 	 470099.000000
instancesConflicts/BPPC_2_4_8.txt 	 103 	 113 	 0.531262 	 11 	 463827.000000
instancesConflicts/BPPC_2_4_9.txt 	 105 	 126 	 0.501620 	 15 	 680938.000000
instancesConflicts/BPPC_2_4_10.txt 	 101 	 115 	 0.530336 	 11 	 500304.000000
instancesConflicts/BPPC_2_5_1.txt 	 99 	 123 	 0.480305 	 11 	 555145.000000
instancesConflicts/BPPC_2_5_2.txt 	 100 	 139 	 0.510046 	 11 	 588808.000000
instancesConflicts/BPPC_2_5_3.txt 	 102 	 130 	 0.480825 	 11 	 549340.000000
instancesConflicts/BPPC_2_5_4.txt 	 100 	 139 	 0.470715 	 11 	 601151.000000
instancesConflicts/BPPC_2_5_5.txt 	 101 	 134 	 0.513562 	 11 	 587285.000000
instancesConflicts/BPPC_2_5_6.txt 	 101 	 139 	 0.528353 	 11 	 580246.000000
instancesConflicts/BPPC_2_5_7.txt 	 102 	 133 	 0.463166 	 11 	 573828.000000
instancesConflicts/BPPC_2_5_8.txt 	 103 	 129 	 0.543204 	 11 	 546336.000000
instancesConflicts/BPPC_2_5_9.txt 	 105 	 149 	 0.471443 	 21 	 1054175.000000
instancesConflicts/BPPC_2_5_10.txt 	 101 	 138 	 0.511208 	 11 	 594954.000000
instancesConflicts/BPPC_2_6_1.txt 	 99 	 150 	 0.494447 	 11 	 641167.000000
instancesConflicts/BPPC_2_6_2.txt 	 100 	 161 	 0.464293 	 11 	 674568.000000
instancesConflicts/BPPC_2_6_3.txt 	 102 	 156 	 0.477817 	 11 	 644678.000000
instancesConflicts/BPPC_2_6_4.txt 	 100 	 162 	 0.486108 	 11 	 691259.000000
instancesConflicts/BPPC_2_6_5.txt 	 101 	 160 	 0.535171 	 11 	 689719.000000
instancesConflicts/BPPC_2_6_6.txt 	 101 	 161 	 0.510425 	 11 	 661994.000000
instancesConflicts/BPPC_2_6_7.txt 	 102 	 157 	 0.465660 	 11 	 670263.000000
instancesConflicts/BPPC_2_6_8.txt 	 103 	 150 	 0.501729 	 15 	 831148.000000
instancesConflicts/BPPC_2_6_9.txt 	 105 	 170 	 0.516384 	 11 	 695387.000000
instancesConflicts/BPPC_2_6_10.txt 	 101 	 161 	 0.499691 	 11 	 686233.000000
instancesConflicts/BPPC_2_7_1.txt 	 99 	 179 	 0.465809 	 11 	 740981.000000
instancesConflicts/BPPC_2_7_2.txt 	 100 	 185 	 0.498001 	 11 	 754671.000000
instancesConflicts/BPPC_2_7_3.txt 	 102 	 180 	 0.501607 	 11 	 723680.000000
instancesConflicts/BPPC_2_7_4.txt 	 100 	 184 	 0.494613 	 11 	 762927.000000
instancesConflicts/BPPC_2_7_5.txt 	 101 	 184 	 0.517467 	 11 	 758363.000000
