CONF	|P|	max_gen	n_m	n_c	k1(non-cloned_solutions)	k2(cloned_solutions)	|B|	life_span	seed
1	1	500	0.830000	0.200000	1.300000	4.000000	0.100000	10	1
Instancias 	 L2 	 Bins 	 FBPP 	 Gen 	 Time 	 BinsFirstGeneration 	 ItensCom100deConflito 	 Itens 	 TotalConflitos
instancesConflicts/BPPC_4_9_10.txt 	 397 	 912 	 0.989815 	 0 	 43.411999 	 0 	 807 	 1000 	 491332
instancesConflicts/BPPC_5_0_1.txt 	 20 	 23 	 0.780392 	 0 	 0.595000 	 0 	 0 	 60 	 0
instancesConflicts/BPPC_5_0_2.txt 	 20 	 23 	 0.762983 	 0 	 0.604000 	 0 	 0 	 60 	 0
instancesConflicts/BPPC_5_0_3.txt 	 20 	 23 	 0.770426 	 0 	 0.589000 	 0 	 0 	 60 	 0
instancesConflicts/BPPC_5_0_4.txt 	 20 	 23 	 0.769743 	 0 	 0.590000 	 0 	 0 	 60 	 0
instancesConflicts/BPPC_5_0_5.txt 	 20 	 24 	 0.715762 	 0 	 0.589000 	 0 	 0 	 60 	 0
instancesConflicts/BPPC_5_0_6.txt 	 20 	 23 	 0.769771 	 0 	 0.590000 	 0 	 0 	 60 	 0
instancesConflicts/BPPC_5_0_7.txt 	 20 	 23 	 0.769479 	 0 	 0.646000 	 0 	 0 	 60 	 0
instancesConflicts/BPPC_5_0_8.txt 	 20 	 23 	 0.769401 	 0 	 0.591000 	 0 	 0 	 60 	 0
instancesConflicts/BPPC_5_0_9.txt 	 20 	 23 	 0.782363 	 0 	 0.590000 	 0 	 0 	 60 	 0
instancesConflicts/BPPC_5_0_10.txt 	 20 	 23 	 0.764027 	 0 	 0.590000 	 0 	 0 	 60 	 0
instancesConflicts/BPPC_5_1_1.txt 	 20 	 23 	 0.781504 	 0 	 0.594000 	 0 	 0 	 60 	 27
instancesConflicts/BPPC_5_1_2.txt 	 20 	 24 	 0.715718 	 0 	 0.640000 	 0 	 0 	 60 	 40
instancesConflicts/BPPC_5_1_3.txt 	 20 	 23 	 0.780955 	 0 	 0.631000 	 0 	 0 	 60 	 29
instancesConflicts/BPPC_5_1_4.txt 	 20 	 23 	 0.769853 	 0 	 0.634000 	 0 	 0 	 60 	 7
instancesConflicts/BPPC_5_1_5.txt 	 20 	 23 	 0.764539 	 0 	 0.601000 	 0 	 0 	 60 	 44
instancesConflicts/BPPC_5_1_6.txt 	 20 	 23 	 0.764229 	 0 	 0.603000 	 0 	 0 	 60 	 53
instancesConflicts/BPPC_5_1_7.txt 	 20 	 23 	 0.768550 	 0 	 0.640000 	 0 	 0 	 60 	 15
instancesConflicts/BPPC_5_1_8.txt 	 20 	 23 	 0.780907 	 0 	 0.630000 	 0 	 0 	 60 	 16
instancesConflicts/BPPC_5_1_9.txt 	 20 	 22 	 0.835042 	 0 	 0.630000 	 0 	 0 	 60 	 44
instancesConflicts/BPPC_5_1_10.txt 	 20 	 23 	 0.764867 	 0 	 0.622000 	 0 	 0 	 60 	 33
instancesConflicts/BPPC_5_2_1.txt 	 20 	 22 	 0.836566 	 0 	 0.690000 	 0 	 0 	 60 	 88
instancesConflicts/BPPC_5_2_2.txt 	 20 	 24 	 0.716078 	 0 	 0.604000 	 0 	 0 	 60 	 202
instancesConflicts/BPPC_5_2_3.txt 	 20 	 23 	 0.765396 	 0 	 0.625000 	 0 	 0 	 60 	 128
instancesConflicts/BPPC_5_2_4.txt 	 20 	 23 	 0.763736 	 0 	 0.611000 	 0 	 0 	 60 	 76
instancesConflicts/BPPC_5_2_5.txt 	 20 	 23 	 0.770357 	 0 	 0.614000 	 0 	 0 	 60 	 101
instancesConflicts/BPPC_5_2_6.txt 	 20 	 23 	 0.780646 	 0 	 0.610000 	 0 	 0 	 60 	 251
instancesConflicts/BPPC_5_2_7.txt 	 20 	 23 	 0.769706 	 0 	 0.606000 	 0 	 0 	 60 	 78
instancesConflicts/BPPC_5_2_8.txt 	 20 	 23 	 0.781040 	 0 	 0.641000 	 0 	 0 	 60 	 111
instancesConflicts/BPPC_5_2_9.txt 	 20 	 22 	 0.840775 	 0 	 0.612000 	 0 	 0 	 60 	 159
instancesConflicts/BPPC_5_2_10.txt 	 20 	 23 	 0.765194 	 0 	 0.637000 	 0 	 0 	 60 	 143
instancesConflicts/BPPC_5_3_1.txt 	 20 	 22 	 0.835453 	 0 	 0.638000 	 0 	 0 	 60 	 212
instancesConflicts/BPPC_5_3_2.txt 	 20 	 23 	 0.768454 	 0 	 0.608000 	 0 	 0 	 60 	 439
instancesConflicts/BPPC_5_3_3.txt 	 20 	 23 	 0.782640 	 0 	 0.604000 	 0 	 0 	 60 	 259
instancesConflicts/BPPC_5_3_4.txt 	 20 	 23 	 0.781031 	 0 	 0.600000 	 0 	 0 	 60 	 221
instancesConflicts/BPPC_5_3_5.txt 	 20 	 23 	 0.769306 	 0 	 0.694000 	 0 	 0 	 60 	 265
instancesConflicts/BPPC_5_3_6.txt 	 20 	 25 	 0.712745 	 0 	 0.651000 	 0 	 0 	 60 	 543
instancesConflicts/BPPC_5_3_7.txt 	 20 	 22 	 0.851403 	 0 	 0.664000 	 0 	 0 	 60 	 212
instancesConflicts/BPPC_5_3_8.txt 	 20 	 23 	 0.781748 	 0 	 0.632000 	 0 	 0 	 60 	 330
instancesConflicts/BPPC_5_3_9.txt 	 20 	 22 	 0.839786 	 0 	 0.632000 	 0 	 0 	 60 	 304
instancesConflicts/BPPC_5_3_10.txt 	 20 	 22 	 0.839843 	 0 	 0.607000 	 0 	 0 	 60 	 333
instancesConflicts/BPPC_5_4_1.txt 	 20 	 23 	 0.780219 	 0 	 0.660000 	 0 	 0 	 60 	 433
instancesConflicts/BPPC_5_4_2.txt 	 20 	 30 	 0.593777 	 0 	 0.689000 	 0 	 0 	 60 	 672
instancesConflicts/BPPC_5_4_3.txt 	 20 	 23 	 0.769172 	 0 	 0.645000 	 0 	 0 	 60 	 486
instancesConflicts/BPPC_5_4_4.txt 	 20 	 23 	 0.789896 	 0 	 0.625000 	 0 	 0 	 60 	 431
instancesConflicts/BPPC_5_4_5.txt 	 20 	 22 	 0.832889 	 0 	 0.658000 	 0 	 0 	 60 	 474
instancesConflicts/BPPC_5_4_6.txt 	 20 	 32 	 0.618419 	 0 	 0.626000 	 0 	 0 	 60 	 822
instancesConflicts/BPPC_5_4_7.txt 	 20 	 23 	 0.762343 	 0 	 0.610000 	 0 	 0 	 60 	 444
instancesConflicts/BPPC_5_4_8.txt 	 20 	 27 	 0.649437 	 0 	 0.672000 	 0 	 0 	 60 	 636
instancesConflicts/BPPC_5_4_9.txt 	 20 	 24 	 0.754232 	 0 	 0.652000 	 0 	 0 	 60 	 550
instancesConflicts/BPPC_5_4_10.txt 	 20 	 25 	 0.694925 	 0 	 0.647000 	 0 	 0 	 60 	 603
instancesConflicts/BPPC_5_5_1.txt 	 20 	 26 	 0.711689 	 0 	 0.637000 	 0 	 0 	 60 	 686
instancesConflicts/BPPC_5_5_2.txt 	 20 	 36 	 0.671491 	 0 	 0.674000 	 0 	 0 	 60 	 1012
instancesConflicts/BPPC_5_5_3.txt 	 20 	 28 	 0.726912 	 0 	 0.625000 	 0 	 1 	 60 	 803
instancesConflicts/BPPC_5_5_4.txt 	 20 	 27 	 0.682418 	 0 	 0.677000 	 0 	 0 	 60 	 735
instancesConflicts/BPPC_5_5_5.txt 	 20 	 29 	 0.668095 	 0 	 0.712000 	 0 	 0 	 60 	 775
instancesConflicts/BPPC_5_5_6.txt 	 20 	 40 	 0.690482 	 0 	 0.658000 	 0 	 0 	 60 	 1152
instancesConflicts/BPPC_5_5_7.txt 	 20 	 27 	 0.713770 	 0 	 0.661000 	 0 	 0 	 60 	 750
instancesConflicts/BPPC_5_5_8.txt 	 20 	 35 	 0.676910 	 0 	 0.700000 	 0 	 2 	 60 	 977
instancesConflicts/BPPC_5_5_9.txt 	 20 	 29 	 0.766253 	 0 	 0.627000 	 0 	 3 	 60 	 879
instancesConflicts/BPPC_5_5_10.txt 	 20 	 32 	 0.696100 	 0 	 0.649000 	 0 	 0 	 60 	 945
instancesConflicts/BPPC_5_6_1.txt 	 20 	 33 	 0.778636 	 0 	 0.709000 	 0 	 11 	 60 	 1024
instancesConflicts/BPPC_5_6_2.txt 	 20 	 39 	 0.849360 	 0 	 0.712000 	 0 	 16 	 60 	 1334
instancesConflicts/BPPC_5_6_3.txt 	 20 	 33 	 0.852221 	 0 	 0.702000 	 0 	 15 	 60 	 1123
instancesConflicts/BPPC_5_6_4.txt 	 20 	 34 	 0.788189 	 0 	 0.638000 	 0 	 7 	 60 	 1091
instancesConflicts/BPPC_5_6_5.txt 	 20 	 35 	 0.768648 	 0 	 0.653000 	 0 	 11 	 60 	 1088
instancesConflicts/BPPC_5_6_6.txt 	 20 	 43 	 0.864959 	 0 	 0.717000 	 0 	 19 	 60 	 1430
instancesConflicts/BPPC_5_6_7.txt 	 20 	 34 	 0.786956 	 0 	 0.684000 	 0 	 9 	 60 	 1098
instancesConflicts/BPPC_5_6_8.txt 	 20 	 40 	 0.814907 	 0 	 0.712000 	 0 	 11 	 60 	 1324
instancesConflicts/BPPC_5_6_9.txt 	 20 	 36 	 0.852711 	 0 	 0.643000 	 0 	 14 	 60 	 1163
instancesConflicts/BPPC_5_6_10.txt 	 20 	 39 	 0.789873 	 0 	 0.657000 	 0 	 15 	 60 	 1262
instancesConflicts/BPPC_5_7_1.txt 	 20 	 41 	 0.784584 	 0 	 0.658000 	 0 	 18 	 60 	 1290
instancesConflicts/BPPC_5_7_2.txt 	 20 	 44 	 0.916623 	 0 	 0.659000 	 0 	 30 	 60 	 1519
instancesConflicts/BPPC_5_7_3.txt 	 20 	 41 	 0.832667 	 0 	 0.692000 	 0 	 23 	 60 	 1370
instancesConflicts/BPPC_5_7_4.txt 	 20 	 40 	 0.860118 	 0 	 0.684000 	 0 	 22 	 60 	 1373
instancesConflicts/BPPC_5_7_5.txt 	 20 	 40 	 0.861551 	 0 	 0.669000 	 0 	 19 	 60 	 1365
instancesConflicts/BPPC_5_7_6.txt 	 20 	 47 	 0.924160 	 0 	 0.660000 	 0 	 31 	 60 	 1600
instancesConflicts/BPPC_5_7_7.txt 	 20 	 43 	 0.827520 	 0 	 0.659000 	 0 	 21 	 60 	 1397
instancesConflicts/BPPC_5_7_8.txt 	 20 	 45 	 0.907664 	 0 	 0.722000 	 0 	 30 	 60 	 1549
instancesConflicts/BPPC_5_7_9.txt 	 20 	 41 	 0.867955 	 0 	 0.767000 	 0 	 23 	 60 	 1391
instancesConflicts/BPPC_5_7_10.txt 	 20 	 44 	 0.901276 	 0 	 0.697000 	 0 	 25 	 60 	 1504
instancesConflicts/BPPC_5_8_1.txt 	 20 	 45 	 0.909590 	 0 	 0.686000 	 0 	 33 	 60 	 1535
instancesConflicts/BPPC_5_8_2.txt 	 20 	 51 	 0.925239 	 0 	 0.721000 	 0 	 38 	 60 	 1657
instancesConflicts/BPPC_5_8_3.txt 	 20 	 48 	 0.914632 	 0 	 0.728000 	 0 	 34 	 60 	 1603
instancesConflicts/BPPC_5_8_4.txt 	 20 	 46 	 0.931546 	 0 	 0.699000 	 0 	 33 	 60 	 1590
instancesConflicts/BPPC_5_8_5.txt 	 20 	 46 	 0.933438 	 0 	 0.728000 	 0 	 35 	 60 	 1586
instancesConflicts/BPPC_5_8_6.txt 	 20 	 52 	 0.945173 	 0 	 0.697000 	 0 	 42 	 60 	 1699
instancesConflicts/BPPC_5_8_7.txt 	 20 	 49 	 0.909794 	 0 	 0.695000 	 0 	 34 	 60 	 1614
instancesConflicts/BPPC_5_8_8.txt 	 20 	 53 	 0.933817 	 0 	 0.714000 	 0 	 40 	 60 	 1688
instancesConflicts/BPPC_5_8_9.txt 	 20 	 49 	 0.907859 	 0 	 0.783000 	 0 	 34 	 60 	 1609
instancesConflicts/BPPC_5_8_10.txt 	 20 	 51 	 0.929376 	 0 	 0.689000 	 0 	 39 	 60 	 1663
instancesConflicts/BPPC_5_9_1.txt 	 20 	 50 	 0.947651 	 0 	 0.701000 	 0 	 44 	 60 	 1672
instancesConflicts/BPPC_5_9_2.txt 	 20 	 56 	 0.961114 	 0 	 0.668000 	 0 	 52 	 60 	 1750
instancesConflicts/BPPC_5_9_3.txt 	 20 	 54 	 0.954587 	 0 	 0.670000 	 0 	 49 	 60 	 1728
instancesConflicts/BPPC_5_9_4.txt 	 20 	 54 	 0.953678 	 0 	 0.703000 	 0 	 46 	 60 	 1728
instancesConflicts/BPPC_5_9_5.txt 	 20 	 52 	 0.948138 	 0 	 0.701000 	 0 	 46 	 60 	 1707
instancesConflicts/BPPC_5_9_6.txt 	 20 	 56 	 0.962526 	 0 	 0.743000 	 0 	 52 	 60 	 1755
instancesConflicts/BPPC_5_9_7.txt 	 20 	 54 	 0.960033 	 0 	 0.721000 	 0 	 49 	 60 	 1737
instancesConflicts/BPPC_5_9_8.txt 	 20 	 57 	 0.963452 	 0 	 0.683000 	 0 	 53 	 60 	 1758
instancesConflicts/BPPC_5_9_9.txt 	 20 	 55 	 0.958629 	 0 	 0.703000 	 0 	 49 	 60 	 1741
instancesConflicts/BPPC_5_9_10.txt 	 20 	 56 	 0.959093 	 0 	 0.746000 	 0 	 52 	 60 	 1749
instancesConflicts/BPPC_6_0_1.txt 	 40 	 45 	 0.798510 	 0 	 1.258000 	 0 	 0 	 120 	 0
instancesConflicts/BPPC_6_0_2.txt 	 40 	 45 	 0.798593 	 0 	 1.292000 	 0 	 0 	 120 	 0
instancesConflicts/BPPC_6_0_3.txt 	 40 	 45 	 0.801019 	 0 	 1.218000 	 0 	 0 	 120 	 0
instancesConflicts/BPPC_6_0_4.txt 	 40 	 46 	 0.762808 	 0 	 1.217000 	 0 	 0 	 120 	 0
instancesConflicts/BPPC_6_0_5.txt 	 40 	 46 	 0.763360 	 0 	 1.239000 	 0 	 0 	 120 	 0
instancesConflicts/BPPC_6_0_6.txt 	 40 	 46 	 0.766213 	 0 	 1.207000 	 0 	 0 	 120 	 0
instancesConflicts/BPPC_6_0_7.txt 	 40 	 45 	 0.797951 	 0 	 1.237000 	 0 	 0 	 120 	 0
instancesConflicts/BPPC_6_0_8.txt 	 40 	 46 	 0.766952 	 0 	 1.226000 	 0 	 0 	 120 	 0
instancesConflicts/BPPC_6_0_9.txt 	 40 	 46 	 0.765716 	 0 	 1.281000 	 0 	 0 	 120 	 0
instancesConflicts/BPPC_6_0_10.txt 	 40 	 45 	 0.798735 	 0 	 1.243000 	 0 	 0 	 120 	 0
instancesConflicts/BPPC_6_1_1.txt 	 40 	 46 	 0.773652 	 0 	 1.230000 	 0 	 0 	 120 	 142
instancesConflicts/BPPC_6_1_2.txt 	 40 	 45 	 0.799389 	 0 	 1.226000 	 0 	 0 	 120 	 111
instancesConflicts/BPPC_6_1_3.txt 	 40 	 46 	 0.772157 	 0 	 1.236000 	 0 	 0 	 120 	 92
instancesConflicts/BPPC_6_1_4.txt 	 40 	 46 	 0.772141 	 0 	 1.253000 	 0 	 0 	 120 	 174
instancesConflicts/BPPC_6_1_5.txt 	 40 	 46 	 0.766780 	 0 	 1.232000 	 0 	 0 	 120 	 99
instancesConflicts/BPPC_6_1_6.txt 	 40 	 46 	 0.766971 	 0 	 1.231000 	 0 	 0 	 120 	 144
instancesConflicts/BPPC_6_1_7.txt 	 40 	 46 	 0.773143 	 0 	 1.233000 	 0 	 0 	 120 	 159
instancesConflicts/BPPC_6_1_8.txt 	 40 	 46 	 0.764058 	 0 	 1.276000 	 0 	 0 	 120 	 75
instancesConflicts/BPPC_6_1_9.txt 	 40 	 47 	 0.738672 	 0 	 1.237000 	 0 	 0 	 120 	 35
instancesConflicts/BPPC_6_1_10.txt 	 40 	 45 	 0.807762 	 0 	 1.234000 	 0 	 0 	 120 	 83
instancesConflicts/BPPC_6_2_1.txt 	 40 	 43 	 0.873493 	 0 	 1.250000 	 0 	 0 	 120 	 757
instancesConflicts/BPPC_6_2_2.txt 	 40 	 45 	 0.799424 	 0 	 1.274000 	 0 	 0 	 120 	 516
instancesConflicts/BPPC_6_2_3.txt 	 40 	 45 	 0.807261 	 0 	 1.254000 	 0 	 0 	 120 	 452
instancesConflicts/BPPC_6_2_4.txt 	 40 	 46 	 0.763973 	 0 	 1.263000 	 0 	 0 	 120 	 659
instancesConflicts/BPPC_6_2_5.txt 	 40 	 45 	 0.798280 	 0 	 1.257000 	 0 	 0 	 120 	 411
instancesConflicts/BPPC_6_2_6.txt 	 40 	 45 	 0.808937 	 0 	 1.329000 	 0 	 0 	 120 	 508
instancesConflicts/BPPC_6_2_7.txt 	 40 	 45 	 0.800023 	 0 	 1.260000 	 0 	 0 	 120 	 626
instancesConflicts/BPPC_6_2_8.txt 	 40 	 46 	 0.771859 	 0 	 1.271000 	 0 	 0 	 120 	 506
instancesConflicts/BPPC_6_2_9.txt 	 40 	 45 	 0.796242 	 0 	 1.274000 	 0 	 0 	 120 	 317
instancesConflicts/BPPC_6_2_10.txt 	 40 	 45 	 0.807768 	 0 	 1.250000 	 0 	 0 	 120 	 423
instancesConflicts/BPPC_6_3_1.txt 	 40 	 44 	 0.833862 	 0 	 1.307000 	 0 	 0 	 120 	 1524
instancesConflicts/BPPC_6_3_2.txt 	 40 	 43 	 0.872453 	 0 	 1.303000 	 0 	 0 	 120 	 1296
instancesConflicts/BPPC_6_3_3.txt 	 40 	 46 	 0.772168 	 0 	 1.322000 	 0 	 0 	 120 	 1196
instancesConflicts/BPPC_6_3_4.txt 	 40 	 44 	 0.833993 	 0 	 1.363000 	 0 	 0 	 120 	 1361
instancesConflicts/BPPC_6_3_5.txt 	 40 	 45 	 0.806521 	 0 	 1.294000 	 0 	 0 	 120 	 1069
instancesConflicts/BPPC_6_3_6.txt 	 40 	 45 	 0.807848 	 0 	 1.278000 	 0 	 0 	 120 	 1174
instancesConflicts/BPPC_6_3_7.txt 	 40 	 45 	 0.801218 	 0 	 1.306000 	 0 	 0 	 120 	 1386
instancesConflicts/BPPC_6_3_8.txt 	 40 	 45 	 0.806558 	 0 	 1.274000 	 0 	 0 	 120 	 1219
instancesConflicts/BPPC_6_3_9.txt 	 40 	 45 	 0.796398 	 0 	 1.286000 	 0 	 0 	 120 	 1050
instancesConflicts/BPPC_6_3_10.txt 	 40 	 44 	 0.834555 	 0 	 1.254000 	 0 	 0 	 120 	 1006
instancesConflicts/BPPC_6_4_1.txt 	 40 	 53 	 0.662650 	 0 	 1.359000 	 0 	 0 	 120 	 2484
instancesConflicts/BPPC_6_4_2.txt 	 40 	 51 	 0.697606 	 0 	 1.345000 	 0 	 0 	 120 	 2233
instancesConflicts/BPPC_6_4_3.txt 	 40 	 48 	 0.750893 	 0 	 1.327000 	 0 	 0 	 120 	 2332
instancesConflicts/BPPC_6_4_4.txt 	 40 	 51 	 0.684163 	 0 	 1.366000 	 0 	 0 	 120 	 2288
instancesConflicts/BPPC_6_4_5.txt 	 40 	 45 	 0.812447 	 0 	 1.301000 	 0 	 0 	 120 	 2024
instancesConflicts/BPPC_6_4_6.txt 	 40 	 45 	 0.807196 	 0 	 1.303000 	 0 	 0 	 120 	 2168
instancesConflicts/BPPC_6_4_7.txt 	 40 	 50 	 0.711997 	 0 	 1.318000 	 0 	 0 	 120 	 2484
instancesConflicts/BPPC_6_4_8.txt 	 40 	 48 	 0.727627 	 0 	 1.316000 	 0 	 0 	 120 	 2240
instancesConflicts/BPPC_6_4_9.txt 	 40 	 50 	 0.720291 	 0 	 1.337000 	 0 	 0 	 120 	 2170
instancesConflicts/BPPC_6_4_10.txt 	 40 	 44 	 0.841771 	 0 	 1.368000 	 0 	 0 	 120 	 1956
instancesConflicts/BPPC_6_5_1.txt 	 40 	 64 	 0.680078 	 0 	 1.427000 	 0 	 0 	 120 	 3690
instancesConflicts/BPPC_6_5_2.txt 	 40 	 65 	 0.651995 	 0 	 1.405000 	 0 	 0 	 120 	 3433
instancesConflicts/BPPC_6_5_3.txt 	 40 	 64 	 0.670879 	 0 	 1.415000 	 0 	 0 	 120 	 3682
instancesConflicts/BPPC_6_5_4.txt 	 40 	 60 	 0.740331 	 0 	 1.405000 	 0 	 3 	 120 	 3605
instancesConflicts/BPPC_6_5_5.txt 	 40 	 59 	 0.671152 	 0 	 1.437000 	 0 	 1 	 120 	 3321
instancesConflicts/BPPC_6_5_6.txt 	 40 	 58 	 0.734792 	 0 	 1.407000 	 0 	 0 	 120 	 3459
instancesConflicts/BPPC_6_5_7.txt 	 40 	 64 	 0.730986 	 0 	 1.423000 	 0 	 3 	 120 	 3857
instancesConflicts/BPPC_6_5_8.txt 	 40 	 59 	 0.695268 	 0 	 1.374000 	 0 	 2 	 120 	 3411
instancesConflicts/BPPC_6_5_9.txt 	 40 	 63 	 0.645721 	 0 	 1.445000 	 0 	 0 	 120 	 3462
instancesConflicts/BPPC_6_5_10.txt 	 40 	 56 	 0.706092 	 0 	 1.437000 	 0 	 1 	 120 	 3202
instancesConflicts/BPPC_6_6_1.txt 	 40 	 74 	 0.847057 	 0 	 1.471000 	 0 	 30 	 120 	 5006
instancesConflicts/BPPC_6_6_2.txt 	 40 	 73 	 0.802069 	 0 	 1.467000 	 0 	 20 	 120 	 4803
instancesConflicts/BPPC_6_6_3.txt 	 40 	 80 	 0.771214 	 0 	 1.492000 	 0 	 19 	 120 	 5038
instancesConflicts/BPPC_6_6_4.txt 	 40 	 73 	 0.819098 	 0 	 1.468000 	 0 	 26 	 120 	 4865
instancesConflicts/BPPC_6_6_5.txt 	 40 	 73 	 0.778764 	 0 	 1.465000 	 0 	 22 	 120 	 4633
instancesConflicts/BPPC_6_6_6.txt 	 40 	 73 	 0.800196 	 0 	 1.510000 	 0 	 24 	 120 	 4724
instancesConflicts/BPPC_6_6_7.txt 	 40 	 74 	 0.859830 	 0 	 1.485000 	 0 	 29 	 120 	 5138
instancesConflicts/BPPC_6_6_8.txt 	 40 	 76 	 0.792375 	 0 	 1.480000 	 0 	 22 	 120 	 4815
instancesConflicts/BPPC_6_6_9.txt 	 40 	 77 	 0.778074 	 0 	 1.478000 	 0 	 17 	 120 	 4850
instancesConflicts/BPPC_6_6_10.txt 	 40 	 71 	 0.784292 	 0 	 1.460000 	 0 	 23 	 120 	 4566
instancesConflicts/BPPC_6_7_1.txt 	 40 	 83 	 0.905153 	 0 	 1.561000 	 0 	 53 	 120 	 5841
instancesConflicts/BPPC_6_7_2.txt 	 40 	 83 	 0.935321 	 0 	 1.500000 	 0 	 48 	 120 	 5863
instancesConflicts/BPPC_6_7_3.txt 	 40 	 90 	 0.892515 	 0 	 1.540000 	 0 	 45 	 120 	 6073
instancesConflicts/BPPC_6_7_4.txt 	 40 	 83 	 0.892456 	 0 	 1.527000 	 0 	 51 	 120 	 5784
instancesConflicts/BPPC_6_7_5.txt 	 40 	 84 	 0.881477 	 0 	 1.541000 	 0 	 47 	 120 	 5756
instancesConflicts/BPPC_6_7_6.txt 	 40 	 85 	 0.866164 	 0 	 1.580000 	 0 	 44 	 120 	 5793
instancesConflicts/BPPC_6_7_7.txt 	 40 	 90 	 0.891775 	 0 	 1.554000 	 0 	 53 	 120 	 6088
instancesConflicts/BPPC_6_7_8.txt 	 40 	 83 	 0.886959 	 0 	 1.510000 	 0 	 49 	 120 	 5757
instancesConflicts/BPPC_6_7_9.txt 	 40 	 87 	 0.892350 	 0 	 1.583000 	 0 	 49 	 120 	 5959
instancesConflicts/BPPC_6_7_10.txt 	 40 	 82 	 0.881856 	 0 	 1.515000 	 0 	 42 	 120 	 5671
instancesConflicts/BPPC_6_8_1.txt 	 40 	 96 	 0.937388 	 0 	 1.586000 	 0 	 74 	 120 	 6476
instancesConflicts/BPPC_6_8_2.txt 	 40 	 95 	 0.939821 	 0 	 1.543000 	 0 	 73 	 120 	 6445
instancesConflicts/BPPC_6_8_3.txt 	 40 	 102 	 0.949645 	 0 	 1.619000 	 0 	 80 	 120 	 6733
instancesConflicts/BPPC_6_8_4.txt 	 40 	 94 	 0.944622 	 0 	 1.585000 	 0 	 73 	 120 	 6524
instancesConflicts/BPPC_6_8_5.txt 	 40 	 97 	 0.939193 	 0 	 1.563000 	 0 	 73 	 120 	 6557
instancesConflicts/BPPC_6_8_6.txt 	 40 	 95 	 0.961027 	 0 	 1.549000 	 0 	 72 	 120 	 6569
instancesConflicts/BPPC_6_8_7.txt 	 40 	 102 	 0.951160 	 0 	 1.591000 	 0 	 77 	 120 	 6735
instancesConflicts/BPPC_6_8_8.txt 	 40 	 93 	 0.957389 	 0 	 1.610000 	 0 	 76 	 120 	 6501
instancesConflicts/BPPC_6_8_9.txt 	 40 	 97 	 0.947721 	 0 	 1.586000 	 0 	 76 	 120 	 6616
instancesConflicts/BPPC_6_8_10.txt 	 40 	 95 	 0.940738 	 0 	 1.548000 	 0 	 70 	 120 	 6503
instancesConflicts/BPPC_6_9_1.txt 	 40 	 106 	 0.971385 	 0 	 1.559000 	 0 	 96 	 120 	 6929
instancesConflicts/BPPC_6_9_2.txt 	 40 	 109 	 0.970488 	 0 	 1.598000 	 0 	 95 	 120 	 6985
instancesConflicts/BPPC_6_9_3.txt 	 40 	 110 	 0.976095 	 0 	 1.608000 	 0 	 102 	 120 	 7036
instancesConflicts/BPPC_6_9_4.txt 	 40 	 110 	 0.971142 	 0 	 1.566000 	 0 	 95 	 120 	 7007
instancesConflicts/BPPC_6_9_5.txt 	 40 	 109 	 0.976356 	 0 	 1.562000 	 0 	 98 	 120 	 7003
instancesConflicts/BPPC_6_9_6.txt 	 40 	 111 	 0.972086 	 0 	 1.603000 	 0 	 93 	 120 	 7020
instancesConflicts/BPPC_6_9_7.txt 	 40 	 111 	 0.979583 	 0 	 1.626000 	 0 	 106 	 120 	 7068
instancesConflicts/BPPC_6_9_8.txt 	 40 	 109 	 0.965460 	 0 	 1.577000 	 0 	 92 	 120 	 6956
instancesConflicts/BPPC_6_9_9.txt 	 40 	 108 	 0.976671 	 0 	 1.572000 	 0 	 97 	 120 	 7003
instancesConflicts/BPPC_6_9_10.txt 	 40 	 108 	 0.972408 	 0 	 1.620000 	 0 	 94 	 120 	 6986
instancesConflicts/BPPC_7_0_1.txt 	 83 	 94 	 0.789481 	 0 	 2.618000 	 0 	 0 	 249 	 0
instancesConflicts/BPPC_7_0_2.txt 	 83 	 95 	 0.770850 	 0 	 2.584000 	 0 	 0 	 249 	 0
instancesConflicts/BPPC_7_0_3.txt 	 83 	 94 	 0.787532 	 0 	 2.579000 	 0 	 0 	 249 	 0
instancesConflicts/BPPC_7_0_4.txt 	 83 	 95 	 0.770793 	 0 	 2.561000 	 0 	 0 	 249 	 0
instancesConflicts/BPPC_7_0_5.txt 	 83 	 95 	 0.770883 	 0 	 2.594000 	 0 	 0 	 249 	 0
instancesConflicts/BPPC_7_0_6.txt 	 83 	 95 	 0.771121 	 0 	 2.594000 	 0 	 0 	 249 	 0
instancesConflicts/BPPC_7_0_7.txt 	 83 	 95 	 0.775166 	 0 	 2.543000 	 0 	 0 	 249 	 0
instancesConflicts/BPPC_7_0_8.txt 	 83 	 96 	 0.756174 	 0 	 2.571000 	 0 	 0 	 249 	 0
instancesConflicts/BPPC_7_0_9.txt 	 83 	 95 	 0.771539 	 0 	 2.602000 	 0 	 0 	 249 	 0
instancesConflicts/BPPC_7_0_10.txt 	 83 	 95 	 0.770330 	 0 	 2.616000 	 0 	 0 	 249 	 0
instancesConflicts/BPPC_7_1_1.txt 	 83 	 94 	 0.788374 	 0 	 2.671000 	 0 	 0 	 249 	 664
instancesConflicts/BPPC_7_1_2.txt 	 83 	 96 	 0.757110 	 0 	 2.640000 	 0 	 0 	 249 	 827
instancesConflicts/BPPC_7_1_3.txt 	 83 	 95 	 0.771298 	 0 	 2.642000 	 0 	 0 	 249 	 415
