CONF	|P|	max_gen	n_m	n_c	k1(non-cloned_solutions)	k2(cloned_solutions)	|B|	life_span	seed
1	1	500	0.830000	0.200000	1.300000	4.000000	0.100000	10	1
Instancias 	 L2 	 Bins 	 FBPP 	 Gen 	 Time 	 BinsFirstGeneration 	 ItensCom100deConflito 	 Itens 	 TotalConflitos
instancesConflicts/BPPC_7_1_4.txt 	 83 	 95 	 0.774871 	 0 	 2.667000 	 0 	 0 	 249 	 808
instancesConflicts/BPPC_7_1_5.txt 	 83 	 95 	 0.770836 	 0 	 2.598000 	 0 	 0 	 249 	 411
instancesConflicts/BPPC_7_1_6.txt 	 83 	 95 	 0.771489 	 0 	 2.613000 	 0 	 0 	 249 	 513
instancesConflicts/BPPC_7_1_7.txt 	 83 	 95 	 0.772732 	 0 	 2.653000 	 0 	 0 	 249 	 475
instancesConflicts/BPPC_7_1_8.txt 	 83 	 96 	 0.756639 	 0 	 2.688000 	 0 	 0 	 249 	 551
instancesConflicts/BPPC_7_1_9.txt 	 83 	 95 	 0.773250 	 0 	 2.618000 	 0 	 0 	 249 	 508
instancesConflicts/BPPC_7_1_10.txt 	 83 	 95 	 0.771987 	 0 	 2.617000 	 0 	 0 	 249 	 833
instancesConflicts/BPPC_7_2_1.txt 	 83 	 93 	 0.805823 	 0 	 2.700000 	 0 	 0 	 249 	 2926
instancesConflicts/BPPC_7_2_2.txt 	 83 	 93 	 0.807213 	 0 	 2.793000 	 0 	 0 	 249 	 2737
instancesConflicts/BPPC_7_2_3.txt 	 83 	 94 	 0.791431 	 0 	 2.682000 	 0 	 0 	 249 	 1948
instancesConflicts/BPPC_7_2_4.txt 	 83 	 93 	 0.807506 	 0 	 2.726000 	 0 	 0 	 249 	 2857
instancesConflicts/BPPC_7_2_5.txt 	 83 	 93 	 0.805257 	 0 	 2.712000 	 0 	 0 	 249 	 2000
instancesConflicts/BPPC_7_2_6.txt 	 83 	 92 	 0.822399 	 0 	 2.739000 	 0 	 0 	 249 	 2254
instancesConflicts/BPPC_7_2_7.txt 	 83 	 92 	 0.821921 	 0 	 2.664000 	 0 	 0 	 249 	 1713
instancesConflicts/BPPC_7_2_8.txt 	 83 	 96 	 0.757637 	 0 	 2.638000 	 0 	 0 	 249 	 1958
instancesConflicts/BPPC_7_2_9.txt 	 83 	 95 	 0.775284 	 0 	 2.728000 	 0 	 0 	 249 	 2279
instancesConflicts/BPPC_7_2_10.txt 	 83 	 93 	 0.805456 	 0 	 2.784000 	 0 	 0 	 249 	 3074
instancesConflicts/BPPC_7_3_1.txt 	 83 	 93 	 0.809857 	 0 	 2.897000 	 0 	 0 	 249 	 6647
instancesConflicts/BPPC_7_3_2.txt 	 83 	 92 	 0.823309 	 0 	 2.866000 	 0 	 0 	 249 	 5817
instancesConflicts/BPPC_7_3_3.txt 	 83 	 93 	 0.805834 	 0 	 2.841000 	 0 	 0 	 249 	 5108
instancesConflicts/BPPC_7_3_4.txt 	 83 	 91 	 0.840493 	 0 	 2.841000 	 0 	 0 	 249 	 5739
instancesConflicts/BPPC_7_3_5.txt 	 83 	 92 	 0.822720 	 0 	 2.848000 	 0 	 0 	 249 	 4936
instancesConflicts/BPPC_7_3_6.txt 	 83 	 90 	 0.857454 	 0 	 2.879000 	 0 	 0 	 249 	 5310
instancesConflicts/BPPC_7_3_7.txt 	 83 	 94 	 0.788461 	 0 	 2.775000 	 0 	 0 	 249 	 4417
instancesConflicts/BPPC_7_3_8.txt 	 83 	 93 	 0.809895 	 0 	 2.871000 	 0 	 0 	 249 	 4517
instancesConflicts/BPPC_7_3_9.txt 	 83 	 91 	 0.840214 	 0 	 2.834000 	 0 	 0 	 249 	 5309
instancesConflicts/BPPC_7_3_10.txt 	 83 	 92 	 0.823021 	 0 	 2.888000 	 0 	 0 	 249 	 6445
instancesConflicts/BPPC_7_4_1.txt 	 83 	 112 	 0.651575 	 0 	 3.271000 	 0 	 0 	 249 	 11150
instancesConflicts/BPPC_7_4_2.txt 	 83 	 99 	 0.744085 	 0 	 3.077000 	 0 	 0 	 249 	 9880
instancesConflicts/BPPC_7_4_3.txt 	 83 	 101 	 0.738872 	 0 	 3.066000 	 0 	 0 	 249 	 9896
instancesConflicts/BPPC_7_4_4.txt 	 83 	 99 	 0.750013 	 0 	 3.171000 	 0 	 0 	 249 	 9806
instancesConflicts/BPPC_7_4_5.txt 	 83 	 94 	 0.794030 	 0 	 2.985000 	 0 	 0 	 249 	 9212
instancesConflicts/BPPC_7_4_6.txt 	 83 	 98 	 0.755637 	 0 	 3.075000 	 0 	 0 	 249 	 9603
instancesConflicts/BPPC_7_4_7.txt 	 83 	 92 	 0.823151 	 0 	 3.031000 	 0 	 0 	 249 	 8608
instancesConflicts/BPPC_7_4_8.txt 	 83 	 93 	 0.808892 	 0 	 2.995000 	 0 	 0 	 249 	 8769
instancesConflicts/BPPC_7_4_9.txt 	 83 	 99 	 0.744833 	 0 	 3.090000 	 0 	 0 	 249 	 9696
instancesConflicts/BPPC_7_4_10.txt 	 83 	 106 	 0.709469 	 0 	 3.142000 	 0 	 0 	 249 	 10846
instancesConflicts/BPPC_7_5_1.txt 	 83 	 138 	 0.667829 	 0 	 3.677000 	 0 	 0 	 249 	 16436
instancesConflicts/BPPC_7_5_2.txt 	 83 	 128 	 0.684146 	 0 	 3.522000 	 0 	 1 	 249 	 15396
instancesConflicts/BPPC_7_5_3.txt 	 83 	 128 	 0.705942 	 0 	 3.532000 	 0 	 0 	 249 	 15806
instancesConflicts/BPPC_7_5_4.txt 	 83 	 121 	 0.751250 	 0 	 3.544000 	 0 	 4 	 249 	 15429
instancesConflicts/BPPC_7_5_5.txt 	 83 	 121 	 0.707682 	 0 	 3.438000 	 0 	 0 	 249 	 14648
instancesConflicts/BPPC_7_5_6.txt 	 83 	 126 	 0.689360 	 0 	 3.479000 	 0 	 1 	 249 	 15151
instancesConflicts/BPPC_7_5_7.txt 	 83 	 116 	 0.718318 	 0 	 3.387000 	 0 	 1 	 249 	 14204
instancesConflicts/BPPC_7_5_8.txt 	 83 	 114 	 0.745328 	 0 	 3.383000 	 0 	 0 	 249 	 13972
instancesConflicts/BPPC_7_5_9.txt 	 83 	 122 	 0.711488 	 0 	 3.469000 	 0 	 0 	 249 	 15254
instancesConflicts/BPPC_7_5_10.txt 	 83 	 134 	 0.703695 	 0 	 3.577000 	 0 	 1 	 249 	 16469
instancesConflicts/BPPC_7_6_1.txt 	 83 	 158 	 0.822209 	 0 	 4.054000 	 0 	 54 	 249 	 21930
instancesConflicts/BPPC_7_6_2.txt 	 83 	 149 	 0.815931 	 0 	 3.912000 	 0 	 56 	 249 	 20694
instancesConflicts/BPPC_7_6_3.txt 	 83 	 154 	 0.843325 	 0 	 3.921000 	 0 	 43 	 249 	 21708
instancesConflicts/BPPC_7_6_4.txt 	 83 	 146 	 0.850786 	 0 	 3.912000 	 0 	 56 	 249 	 20750
instancesConflicts/BPPC_7_6_5.txt 	 83 	 150 	 0.812454 	 0 	 3.761000 	 0 	 47 	 249 	 20435
instancesConflicts/BPPC_7_6_6.txt 	 83 	 149 	 0.820577 	 0 	 3.887000 	 0 	 46 	 249 	 20864
instancesConflicts/BPPC_7_6_7.txt 	 83 	 152 	 0.761472 	 0 	 3.789000 	 0 	 41 	 249 	 19963
instancesConflicts/BPPC_7_6_8.txt 	 83 	 139 	 0.832932 	 0 	 3.721000 	 0 	 45 	 249 	 19619
instancesConflicts/BPPC_7_6_9.txt 	 83 	 155 	 0.789762 	 0 	 3.851000 	 0 	 47 	 249 	 20890
instancesConflicts/BPPC_7_6_10.txt 	 83 	 153 	 0.846400 	 0 	 3.893000 	 0 	 57 	 249 	 21794
instancesConflicts/BPPC_7_7_1.txt 	 83 	 178 	 0.921524 	 0 	 4.213000 	 0 	 113 	 249 	 25977
instancesConflicts/BPPC_7_7_2.txt 	 83 	 169 	 0.918567 	 0 	 4.099000 	 0 	 97 	 249 	 25044
instancesConflicts/BPPC_7_7_3.txt 	 83 	 187 	 0.898612 	 0 	 4.323000 	 0 	 101 	 249 	 26246
instancesConflicts/BPPC_7_7_4.txt 	 83 	 169 	 0.912357 	 0 	 4.201000 	 0 	 99 	 249 	 24885
instancesConflicts/BPPC_7_7_5.txt 	 83 	 174 	 0.893874 	 0 	 4.150000 	 0 	 94 	 249 	 24977
instancesConflicts/BPPC_7_7_6.txt 	 83 	 173 	 0.905447 	 0 	 4.165000 	 0 	 97 	 249 	 25291
instancesConflicts/BPPC_7_7_7.txt 	 83 	 174 	 0.896257 	 0 	 4.146000 	 0 	 87 	 249 	 24988
instancesConflicts/BPPC_7_7_8.txt 	 83 	 178 	 0.866220 	 0 	 4.160000 	 0 	 89 	 249 	 24495
instancesConflicts/BPPC_7_7_9.txt 	 83 	 174 	 0.906982 	 0 	 4.189000 	 0 	 99 	 249 	 25322
instancesConflicts/BPPC_7_7_10.txt 	 83 	 175 	 0.927064 	 0 	 4.172000 	 0 	 105 	 249 	 25739
instancesConflicts/BPPC_7_8_1.txt 	 83 	 198 	 0.957959 	 0 	 4.359000 	 0 	 158 	 249 	 28460
instancesConflicts/BPPC_7_8_2.txt 	 83 	 193 	 0.956509 	 0 	 4.306000 	 0 	 148 	 249 	 27992
instancesConflicts/BPPC_7_8_3.txt 	 83 	 212 	 0.959169 	 0 	 4.520000 	 0 	 153 	 249 	 29165
instancesConflicts/BPPC_7_8_4.txt 	 83 	 195 	 0.952652 	 0 	 4.372000 	 0 	 148 	 249 	 28148
instancesConflicts/BPPC_7_8_5.txt 	 83 	 202 	 0.940053 	 0 	 4.451000 	 0 	 148 	 249 	 28200
instancesConflicts/BPPC_7_8_6.txt 	 83 	 200 	 0.952820 	 0 	 4.381000 	 0 	 147 	 249 	 28377
instancesConflicts/BPPC_7_8_7.txt 	 83 	 203 	 0.946512 	 0 	 4.443000 	 0 	 152 	 249 	 28444
instancesConflicts/BPPC_7_8_8.txt 	 83 	 198 	 0.947722 	 0 	 4.445000 	 0 	 137 	 249 	 28159
instancesConflicts/BPPC_7_8_9.txt 	 83 	 200 	 0.952987 	 0 	 4.386000 	 0 	 155 	 249 	 28497
instancesConflicts/BPPC_7_8_10.txt 	 83 	 202 	 0.951507 	 0 	 4.446000 	 0 	 153 	 249 	 28542
instancesConflicts/BPPC_7_9_1.txt 	 83 	 221 	 0.979060 	 0 	 4.501000 	 0 	 198 	 249 	 30092
instancesConflicts/BPPC_7_9_2.txt 	 83 	 224 	 0.979792 	 0 	 4.571000 	 0 	 193 	 249 	 30178
instancesConflicts/BPPC_7_9_3.txt 	 83 	 231 	 0.986140 	 0 	 4.583000 	 0 	 210 	 249 	 30545
instancesConflicts/BPPC_7_9_4.txt 	 83 	 227 	 0.981230 	 0 	 4.699000 	 0 	 200 	 249 	 30306
instancesConflicts/BPPC_7_9_5.txt 	 83 	 220 	 0.980790 	 0 	 4.538000 	 0 	 202 	 249 	 30094
instancesConflicts/BPPC_7_9_6.txt 	 83 	 228 	 0.980966 	 0 	 4.568000 	 0 	 200 	 249 	 30313
instancesConflicts/BPPC_7_9_7.txt 	 83 	 224 	 0.981973 	 0 	 4.572000 	 0 	 203 	 249 	 30273
instancesConflicts/BPPC_7_9_8.txt 	 83 	 223 	 0.977905 	 0 	 4.535000 	 0 	 195 	 249 	 30087
instancesConflicts/BPPC_7_9_9.txt 	 83 	 228 	 0.979066 	 0 	 4.501000 	 0 	 197 	 249 	 30270
instancesConflicts/BPPC_7_9_10.txt 	 83 	 226 	 0.981062 	 0 	 4.547000 	 0 	 201 	 249 	 30310
instancesConflicts/BPPC_8_0_1.txt 	 167 	 190 	 0.780814 	 0 	 5.532000 	 0 	 0 	 501 	 0
instancesConflicts/BPPC_8_0_2.txt 	 167 	 191 	 0.771260 	 0 	 5.396000 	 0 	 0 	 501 	 0
instancesConflicts/BPPC_8_0_3.txt 	 167 	 190 	 0.779840 	 0 	 5.544000 	 0 	 0 	 501 	 0
instancesConflicts/BPPC_8_0_4.txt 	 167 	 190 	 0.779927 	 0 	 5.381000 	 0 	 0 	 501 	 0
instancesConflicts/BPPC_8_0_5.txt 	 167 	 191 	 0.772875 	 0 	 5.493000 	 0 	 0 	 501 	 0
instancesConflicts/BPPC_8_0_6.txt 	 167 	 190 	 0.779863 	 0 	 5.369000 	 0 	 0 	 501 	 0
instancesConflicts/BPPC_8_0_7.txt 	 167 	 190 	 0.780904 	 0 	 5.470000 	 0 	 0 	 501 	 0
instancesConflicts/BPPC_8_0_8.txt 	 167 	 189 	 0.788282 	 0 	 5.325000 	 0 	 0 	 501 	 0
instancesConflicts/BPPC_8_0_9.txt 	 167 	 191 	 0.771579 	 0 	 5.415000 	 0 	 0 	 501 	 0
instancesConflicts/BPPC_8_0_10.txt 	 167 	 190 	 0.780991 	 0 	 5.351000 	 0 	 0 	 501 	 0
instancesConflicts/BPPC_8_1_1.txt 	 167 	 190 	 0.780790 	 0 	 5.562000 	 0 	 0 	 501 	 2064
instancesConflicts/BPPC_8_1_2.txt 	 167 	 191 	 0.773751 	 0 	 5.724000 	 0 	 0 	 501 	 3712
instancesConflicts/BPPC_8_1_3.txt 	 167 	 190 	 0.782790 	 0 	 5.801000 	 0 	 0 	 501 	 2303
instancesConflicts/BPPC_8_1_4.txt 	 167 	 189 	 0.789488 	 0 	 5.612000 	 0 	 0 	 501 	 3459
instancesConflicts/BPPC_8_1_5.txt 	 167 	 190 	 0.780747 	 0 	 5.741000 	 0 	 0 	 501 	 2589
instancesConflicts/BPPC_8_1_6.txt 	 167 	 189 	 0.787952 	 0 	 5.530000 	 0 	 0 	 501 	 2453
instancesConflicts/BPPC_8_1_7.txt 	 167 	 192 	 0.764729 	 0 	 5.640000 	 0 	 0 	 501 	 2054
instancesConflicts/BPPC_8_1_8.txt 	 167 	 190 	 0.782347 	 0 	 5.563000 	 0 	 0 	 501 	 2093
instancesConflicts/BPPC_8_1_9.txt 	 167 	 191 	 0.772037 	 0 	 5.704000 	 0 	 0 	 501 	 2454
instancesConflicts/BPPC_8_1_10.txt 	 167 	 189 	 0.788712 	 0 	 5.689000 	 0 	 0 	 501 	 2036
instancesConflicts/BPPC_8_2_1.txt 	 167 	 190 	 0.783291 	 0 	 5.971000 	 0 	 0 	 501 	 9734
instancesConflicts/BPPC_8_2_2.txt 	 167 	 189 	 0.789625 	 0 	 6.263000 	 0 	 0 	 501 	 13518
instancesConflicts/BPPC_8_2_3.txt 	 167 	 189 	 0.790862 	 0 	 6.088000 	 0 	 0 	 501 	 8786
instancesConflicts/BPPC_8_2_4.txt 	 167 	 186 	 0.816676 	 0 	 6.017000 	 0 	 0 	 501 	 11649
instancesConflicts/BPPC_8_2_5.txt 	 167 	 187 	 0.806702 	 0 	 6.054000 	 0 	 0 	 501 	 10003
instancesConflicts/BPPC_8_2_6.txt 	 167 	 185 	 0.823050 	 0 	 6.079000 	 0 	 0 	 501 	 10800
instancesConflicts/BPPC_8_2_7.txt 	 167 	 185 	 0.823617 	 0 	 5.993000 	 0 	 0 	 501 	 8816
instancesConflicts/BPPC_8_2_8.txt 	 167 	 188 	 0.797171 	 0 	 5.921000 	 0 	 0 	 501 	 9192
instancesConflicts/BPPC_8_2_9.txt 	 167 	 188 	 0.797299 	 0 	 5.965000 	 0 	 0 	 501 	 9726
instancesConflicts/BPPC_8_2_10.txt 	 167 	 187 	 0.805315 	 0 	 6.086000 	 0 	 0 	 501 	 9399
instancesConflicts/BPPC_8_3_1.txt 	 167 	 184 	 0.832119 	 0 	 6.727000 	 0 	 0 	 501 	 22677
instancesConflicts/BPPC_8_3_2.txt 	 167 	 183 	 0.843310 	 0 	 6.986000 	 0 	 0 	 501 	 27899
instancesConflicts/BPPC_8_3_3.txt 	 167 	 185 	 0.824934 	 0 	 6.591000 	 0 	 0 	 501 	 19737
instancesConflicts/BPPC_8_3_4.txt 	 167 	 183 	 0.839812 	 0 	 6.770000 	 0 	 0 	 501 	 24305
instancesConflicts/BPPC_8_3_5.txt 	 167 	 184 	 0.832029 	 0 	 6.742000 	 0 	 0 	 501 	 22659
instancesConflicts/BPPC_8_3_6.txt 	 167 	 184 	 0.832037 	 0 	 6.822000 	 0 	 0 	 501 	 24339
instancesConflicts/BPPC_8_3_7.txt 	 167 	 182 	 0.850080 	 0 	 6.691000 	 0 	 0 	 501 	 21832
instancesConflicts/BPPC_8_3_8.txt 	 167 	 185 	 0.823225 	 0 	 6.715000 	 0 	 0 	 501 	 22237
instancesConflicts/BPPC_8_3_9.txt 	 167 	 184 	 0.832035 	 0 	 6.782000 	 0 	 0 	 501 	 21905
instancesConflicts/BPPC_8_3_10.txt 	 167 	 186 	 0.814633 	 0 	 6.700000 	 0 	 0 	 501 	 22828
instancesConflicts/BPPC_8_4_1.txt 	 167 	 206 	 0.721400 	 0 	 7.866000 	 0 	 0 	 501 	 40111
instancesConflicts/BPPC_8_4_2.txt 	 167 	 228 	 0.651477 	 0 	 8.372000 	 0 	 0 	 501 	 45798
instancesConflicts/BPPC_8_4_3.txt 	 167 	 188 	 0.806180 	 0 	 7.589000 	 0 	 0 	 501 	 35853
instancesConflicts/BPPC_8_4_4.txt 	 167 	 210 	 0.707335 	 0 	 7.898000 	 0 	 0 	 501 	 42079
instancesConflicts/BPPC_8_4_5.txt 	 167 	 202 	 0.736343 	 0 	 7.823000 	 0 	 0 	 501 	 40516
instancesConflicts/BPPC_8_4_6.txt 	 167 	 210 	 0.708208 	 0 	 7.999000 	 0 	 0 	 501 	 42936
instancesConflicts/BPPC_8_4_7.txt 	 167 	 202 	 0.741982 	 0 	 7.814000 	 0 	 0 	 501 	 40788
instancesConflicts/BPPC_8_4_8.txt 	 167 	 198 	 0.761252 	 0 	 7.841000 	 0 	 0 	 501 	 40625
instancesConflicts/BPPC_8_4_9.txt 	 167 	 195 	 0.761672 	 0 	 7.942000 	 0 	 0 	 501 	 39764
instancesConflicts/BPPC_8_4_10.txt 	 167 	 210 	 0.700329 	 0 	 7.720000 	 0 	 0 	 501 	 41092
instancesConflicts/BPPC_8_5_1.txt 	 167 	 254 	 0.693879 	 0 	 9.581000 	 0 	 0 	 501 	 62740
instancesConflicts/BPPC_8_5_2.txt 	 167 	 270 	 0.714752 	 0 	 10.217000 	 0 	 1 	 501 	 68802
instancesConflicts/BPPC_8_5_3.txt 	 167 	 236 	 0.702525 	 0 	 9.203000 	 0 	 1 	 501 	 57408
instancesConflicts/BPPC_8_5_4.txt 	 167 	 250 	 0.740163 	 0 	 9.636000 	 0 	 2 	 501 	 64723
instancesConflicts/BPPC_8_5_5.txt 	 167 	 260 	 0.693838 	 0 	 9.310000 	 0 	 0 	 501 	 63822
instancesConflicts/BPPC_8_5_6.txt 	 167 	 266 	 0.681033 	 0 	 9.902000 	 0 	 1 	 501 	 65155
instancesConflicts/BPPC_8_5_7.txt 	 167 	 255 	 0.726582 	 0 	 10.038000 	 0 	 0 	 501 	 64968
instancesConflicts/BPPC_8_5_8.txt 	 167 	 260 	 0.690186 	 0 	 9.477000 	 0 	 3 	 501 	 63881
instancesConflicts/BPPC_8_5_9.txt 	 167 	 244 	 0.717702 	 0 	 9.404000 	 0 	 3 	 501 	 62151
instancesConflicts/BPPC_8_5_10.txt 	 167 	 259 	 0.685493 	 0 	 9.659000 	 0 	 0 	 501 	 63652
instancesConflicts/BPPC_8_6_1.txt 	 167 	 301 	 0.834110 	 0 	 11.496000 	 0 	 102 	 501 	 85819
instancesConflicts/BPPC_8_6_2.txt 	 167 	 312 	 0.855839 	 0 	 12.003000 	 0 	 117 	 501 	 90327
instancesConflicts/BPPC_8_6_3.txt 	 167 	 284 	 0.819041 	 0 	 10.614000 	 0 	 94 	 501 	 79988
instancesConflicts/BPPC_8_6_4.txt 	 167 	 304 	 0.829862 	 0 	 11.501000 	 0 	 106 	 501 	 86288
instancesConflicts/BPPC_8_6_5.txt 	 167 	 302 	 0.842932 	 0 	 11.296000 	 0 	 102 	 501 	 86391
instancesConflicts/BPPC_8_6_6.txt 	 167 	 314 	 0.816673 	 0 	 11.464000 	 0 	 110 	 501 	 87743
instancesConflicts/BPPC_8_6_7.txt 	 167 	 312 	 0.827811 	 0 	 11.672000 	 0 	 96 	 501 	 88237
instancesConflicts/BPPC_8_6_8.txt 	 167 	 308 	 0.826693 	 0 	 12.370000 	 0 	 96 	 501 	 86906
instancesConflicts/BPPC_8_6_9.txt 	 167 	 303 	 0.807425 	 0 	 11.674000 	 0 	 97 	 501 	 84731
instancesConflicts/BPPC_8_6_10.txt 	 167 	 313 	 0.817167 	 0 	 11.752000 	 0 	 88 	 501 	 86535
instancesConflicts/BPPC_8_7_1.txt 	 167 	 349 	 0.915670 	 0 	 13.220000 	 0 	 206 	 501 	 103086
instancesConflicts/BPPC_8_7_2.txt 	 167 	 358 	 0.919271 	 0 	 13.626000 	 0 	 227 	 501 	 105598
instancesConflicts/BPPC_8_7_3.txt 	 167 	 338 	 0.884848 	 0 	 12.861000 	 0 	 188 	 501 	 98436
instancesConflicts/BPPC_8_7_4.txt 	 167 	 355 	 0.905193 	 0 	 13.308000 	 0 	 211 	 501 	 103281
instancesConflicts/BPPC_8_7_5.txt 	 167 	 358 	 0.904627 	 0 	 13.562000 	 0 	 201 	 501 	 103935
instancesConflicts/BPPC_8_7_6.txt 	 167 	 361 	 0.906024 	 0 	 13.406000 	 0 	 207 	 501 	 104447
instancesConflicts/BPPC_8_7_7.txt 	 167 	 366 	 0.918619 	 0 	 13.697000 	 0 	 200 	 501 	 106318
instancesConflicts/BPPC_8_7_8.txt 	 167 	 361 	 0.904530 	 0 	 13.444000 	 0 	 199 	 501 	 104722
instancesConflicts/BPPC_8_7_9.txt 	 167 	 351 	 0.903559 	 0 	 13.991000 	 0 	 194 	 501 	 102504
instancesConflicts/BPPC_8_7_10.txt 	 167 	 356 	 0.913875 	 0 	 13.525000 	 0 	 207 	 501 	 104235
instancesConflicts/BPPC_8_8_1.txt 	 167 	 404 	 0.953458 	 0 	 14.349000 	 0 	 299 	 501 	 115311
instancesConflicts/BPPC_8_8_2.txt 	 167 	 413 	 0.953858 	 0 	 14.864000 	 0 	 311 	 501 	 116353
instancesConflicts/BPPC_8_8_3.txt 	 167 	 381 	 0.957373 	 0 	 14.118000 	 0 	 285 	 501 	 112768
instancesConflicts/BPPC_8_8_4.txt 	 167 	 404 	 0.955013 	 0 	 14.535000 	 0 	 303 	 501 	 115533
instancesConflicts/BPPC_8_8_5.txt 	 167 	 406 	 0.961655 	 0 	 14.082000 	 0 	 301 	 501 	 116289
instancesConflicts/BPPC_8_8_6.txt 	 167 	 403 	 0.962785 	 0 	 14.739000 	 0 	 313 	 501 	 116034
instancesConflicts/BPPC_8_8_7.txt 	 167 	 419 	 0.963832 	 0 	 14.943000 	 0 	 312 	 501 	 118083
instancesConflicts/BPPC_8_8_8.txt 	 167 	 413 	 0.955886 	 0 	 14.909000 	 0 	 307 	 501 	 116721
instancesConflicts/BPPC_8_8_9.txt 	 167 	 406 	 0.951365 	 0 	 14.367000 	 0 	 305 	 501 	 115318
instancesConflicts/BPPC_8_8_10.txt 	 167 	 406 	 0.958158 	 0 	 14.569000 	 0 	 312 	 501 	 115837
instancesConflicts/BPPC_8_9_1.txt 	 167 	 451 	 0.986613 	 0 	 14.780000 	 0 	 402 	 501 	 122839
instancesConflicts/BPPC_8_9_2.txt 	 167 	 457 	 0.987658 	 0 	 15.199000 	 0 	 413 	 501 	 123279
instancesConflicts/BPPC_8_9_3.txt 	 167 	 445 	 0.979142 	 0 	 14.983000 	 0 	 380 	 501 	 121575
instancesConflicts/BPPC_8_9_4.txt 	 167 	 452 	 0.986384 	 0 	 14.960000 	 0 	 404 	 501 	 122873
instancesConflicts/BPPC_8_9_5.txt 	 167 	 459 	 0.987149 	 0 	 15.110000 	 0 	 405 	 501 	 123378
instancesConflicts/BPPC_8_9_6.txt 	 167 	 452 	 0.983362 	 0 	 16.094000 	 0 	 402 	 501 	 122599
instancesConflicts/BPPC_8_9_7.txt 	 167 	 469 	 0.988877 	 0 	 15.321000 	 0 	 415 	 501 	 124005
instancesConflicts/BPPC_8_9_8.txt 	 167 	 458 	 0.987107 	 0 	 15.040000 	 0 	 415 	 501 	 123309
instancesConflicts/BPPC_8_9_9.txt 	 167 	 447 	 0.986150 	 0 	 15.273000 	 0 	 406 	 501 	 122590
instancesConflicts/BPPC_8_9_10.txt 	 167 	 450 	 0.986956 	 0 	 15.159000 	 0 	 406 	 501 	 122779
