CONF	|P|	max_gen	n_m	n_c	k1(non-cloned_solutions)	k2(cloned_solutions)	|B|	life_span	seed
1	100	500	0.830000	0.200000	1.300000	4.000000	0.100000	10	1
Instancias 	 L2 	 Bins 	 FBPP 	 Gen 	 Time
instancesConflicts/BPPC_1_6_3.txt 	 46 	 75 	 0.448693 	 26 	 289988.000000
instancesConflicts/BPPC_1_6_4.txt 	 49 	 71 	 0.547164 	 26 	 264090.000000
instancesConflicts/BPPC_1_6_5.txt 	 50 	 72 	 0.540880 	 26 	 263523.000000
instancesConflicts/BPPC_1_6_6.txt 	 48 	 78 	 0.455870 	 26 	 284962.000000
instancesConflicts/BPPC_1_6_7.txt 	 48 	 74 	 0.501243 	 26 	 264521.000000
instancesConflicts/BPPC_1_6_8.txt 	 49 	 81 	 0.440073 	 26 	 280187.000000
instancesConflicts/BPPC_1_6_9.txt 	 50 	 78 	 0.475959 	 26 	 270747.000000
instancesConflicts/BPPC_1_6_10.txt 	 46 	 74 	 0.481568 	 26 	 275495.000000
instancesConflicts/BPPC_1_7_1.txt 	 48 	 87 	 0.358599 	 26 	 298875.000000
instancesConflicts/BPPC_1_7_2.txt 	 49 	 91 	 0.346961 	 26 	 326539.000000
instancesConflicts/BPPC_1_7_3.txt 	 46 	 88 	 0.341875 	 26 	 323911.000000
instancesConflicts/BPPC_1_7_4.txt 	 49 	 82 	 0.425728 	 26 	 288586.000000
instancesConflicts/BPPC_1_7_5.txt 	 50 	 85 	 0.406998 	 26 	 293924.000000
instancesConflicts/BPPC_1_7_6.txt 	 48 	 90 	 0.343841 	 26 	 297222.000000
instancesConflicts/BPPC_1_7_7.txt 	 48 	 86 	 0.385460 	 26 	 308722.000000
instancesConflicts/BPPC_1_7_8.txt 	 49 	 89 	 0.362443 	 26 	 301828.000000
instancesConflicts/BPPC_1_7_9.txt 	 50 	 93 	 0.347877 	 26 	 292535.000000
instancesConflicts/BPPC_1_7_10.txt 	 46 	 85 	 0.371857 	 26 	 313049.000000
instancesConflicts/BPPC_1_8_1.txt 	 48 	 98 	 0.283010 	 26 	 311917.000000
instancesConflicts/BPPC_1_8_2.txt 	 49 	 99 	 0.286766 	 26 	 280113.000000
instancesConflicts/BPPC_1_8_3.txt 	 46 	 99 	 0.267530 	 26 	 283578.000000
instancesConflicts/BPPC_1_8_4.txt 	 49 	 94 	 0.324697 	 26 	 277893.000000
instancesConflicts/BPPC_1_8_5.txt 	 50 	 99 	 0.302327 	 26 	 280885.000000
instancesConflicts/BPPC_1_8_6.txt 	 48 	 99 	 0.283770 	 26 	 283977.000000
instancesConflicts/BPPC_1_8_7.txt 	 48 	 95 	 0.303083 	 26 	 274758.000000
instancesConflicts/BPPC_1_8_8.txt 	 49 	 99 	 0.288445 	 26 	 284906.000000
instancesConflicts/BPPC_1_8_9.txt 	 50 	 105 	 0.273687 	 26 	 269628.000000
instancesConflicts/BPPC_1_8_10.txt 	 46 	 97 	 0.282145 	 26 	 276349.000000
instancesConflicts/BPPC_1_9_1.txt 	 48 	 110 	 0.223277 	 26 	 284239.000000
instancesConflicts/BPPC_1_9_2.txt 	 49 	 107 	 0.244113 	 26 	 287642.000000
instancesConflicts/BPPC_1_9_3.txt 	 46 	 114 	 0.192602 	 26 	 293547.000000
instancesConflicts/BPPC_1_9_4.txt 	 49 	 110 	 0.232798 	 26 	 289881.000000
instancesConflicts/BPPC_1_9_5.txt 	 50 	 111 	 0.233212 	 26 	 283893.000000
instancesConflicts/BPPC_1_9_6.txt 	 48 	 110 	 0.228287 	 26 	 280670.000000
instancesConflicts/BPPC_1_9_7.txt 	 48 	 107 	 0.239537 	 26 	 282946.000000
instancesConflicts/BPPC_1_9_8.txt 	 49 	 110 	 0.224241 	 26 	 297234.000000
instancesConflicts/BPPC_1_9_9.txt 	 50 	 112 	 0.235271 	 26 	 280396.000000
instancesConflicts/BPPC_1_9_10.txt 	 46 	 107 	 0.228761 	 26 	 287868.000000
instancesConflicts/BPPC_2_0_1.txt 	 99 	 99 	 0.991116 	 27 	 583915.000000
instancesConflicts/BPPC_2_0_2.txt 	 100 	 100 	 0.981066 	 26 	 530714.000000
instancesConflicts/BPPC_2_0_3.txt 	 102 	 102 	 0.988933 	 28 	 615449.000000
