CONF	|P|	max_gen	n_m	n_c	k1(non-cloned_solutions)	k2(cloned_solutions)	|B|	life_span	seed
1	100	500	0.830000	0.200000	1.300000	4.000000	0.100000	10	1
Instancias 	 L2 	 Bins 	 FBPP 	 Gen 	 Time 	 BinsFirstGeneration 	 ItensCom100deConflito
instancesConflicts/BPPC_1_0_1.txt 	 48 	 48 	 0.967706 	 26 	 156.070007 	 49 	 0
instancesConflicts/BPPC_1_0_2.txt 	 49 	 49 	 0.964068 	 26 	 138.380005 	 50 	 0
instancesConflicts/BPPC_1_0_3.txt 	 46 	 46 	 0.970632 	 26 	 142.382004 	 47 	 0
instancesConflicts/BPPC_1_0_4.txt 	 49 	 49 	 0.982662 	 26 	 158.341003 	 51 	 0
instancesConflicts/BPPC_1_0_5.txt 	 50 	 50 	 0.962190 	 26 	 154.218994 	 51 	 0
instancesConflicts/BPPC_1_0_6.txt 	 48 	 48 	 0.979031 	 26 	 141.690994 	 49 	 0
instancesConflicts/BPPC_1_0_7.txt 	 48 	 48 	 0.983195 	 27 	 152.970001 	 50 	 0
instancesConflicts/BPPC_1_0_8.txt 	 49 	 49 	 0.985458 	 26 	 145.828995 	 51 	 0
instancesConflicts/BPPC_1_0_9.txt 	 50 	 50 	 0.994174 	 30 	 177.934998 	 52 	 0
instancesConflicts/BPPC_1_0_10.txt 	 46 	 46 	 0.991414 	 27 	 163.934006 	 48 	 0
instancesConflicts/BPPC_1_1_1.txt 	 48 	 48 	 0.967426 	 26 	 157.399002 	 50 	 0
instancesConflicts/BPPC_1_1_2.txt 	 49 	 49 	 0.965106 	 26 	 134.539001 	 50 	 0
instancesConflicts/BPPC_1_1_3.txt 	 46 	 46 	 0.971720 	 26 	 145.332001 	 47 	 0
instancesConflicts/BPPC_1_1_4.txt 	 49 	 49 	 0.982782 	 26 	 153.268997 	 51 	 0
instancesConflicts/BPPC_1_1_5.txt 	 50 	 50 	 0.964171 	 26 	 151.192001 	 51 	 0
instancesConflicts/BPPC_1_1_6.txt 	 48 	 48 	 0.979006 	 26 	 137.677994 	 49 	 0
instancesConflicts/BPPC_1_1_7.txt 	 48 	 48 	 0.982819 	 27 	 151.488998 	 50 	 0
instancesConflicts/BPPC_1_1_8.txt 	 49 	 49 	 0.985476 	 27 	 151.464996 	 51 	 0
instancesConflicts/BPPC_1_1_9.txt 	 50 	 50 	 0.994217 	 30 	 184.367996 	 52 	 0
instancesConflicts/BPPC_1_1_10.txt 	 46 	 46 	 0.991492 	 28 	 167.457001 	 48 	 0
instancesConflicts/BPPC_1_2_1.txt 	 48 	 48 	 0.967611 	 26 	 155.947998 	 50 	 0
instancesConflicts/BPPC_1_2_2.txt 	 49 	 49 	 0.962056 	 27 	 154.813004 	 50 	 0
instancesConflicts/BPPC_1_2_3.txt 	 46 	 46 	 0.970817 	 31 	 160.080994 	 47 	 0
instancesConflicts/BPPC_1_2_4.txt 	 49 	 49 	 0.983014 	 26 	 154.371994 	 51 	 0
instancesConflicts/BPPC_1_2_5.txt 	 50 	 50 	 0.964443 	 26 	 157.078995 	 51 	 0
instancesConflicts/BPPC_1_2_6.txt 	 48 	 48 	 0.978909 	 26 	 139.360001 	 49 	 0
instancesConflicts/BPPC_1_2_7.txt 	 48 	 48 	 0.982829 	 29 	 149.156006 	 50 	 0
instancesConflicts/BPPC_1_2_8.txt 	 49 	 49 	 0.985474 	 38 	 194.988998 	 51 	 0
instancesConflicts/BPPC_1_2_9.txt 	 50 	 50 	 0.994194 	 34 	 206.776993 	 52 	 0
instancesConflicts/BPPC_1_2_10.txt 	 46 	 46 	 0.991581 	 34 	 187.789001 	 48 	 0
instancesConflicts/BPPC_1_3_1.txt 	 48 	 48 	 0.967724 	 35 	 202.854996 	 50 	 0
instancesConflicts/BPPC_1_3_2.txt 	 49 	 49 	 0.962187 	 38 	 213.714005 	 51 	 0
instancesConflicts/BPPC_1_3_3.txt 	 46 	 47 	 0.937734 	 62 	 310.053986 	 50 	 0
instancesConflicts/BPPC_1_3_4.txt 	 49 	 49 	 0.982688 	 35 	 196.690002 	 51 	 0
instancesConflicts/BPPC_1_3_5.txt 	 50 	 50 	 0.962601 	 28 	 169.197998 	 51 	 0
instancesConflicts/BPPC_1_3_6.txt 	 48 	 48 	 0.979031 	 34 	 179.179001 	 50 	 0
instancesConflicts/BPPC_1_3_7.txt 	 48 	 48 	 0.983899 	 58 	 282.720001 	 51 	 0
instancesConflicts/BPPC_1_3_8.txt 	 49 	 51 	 0.917271 	 52 	 266.673004 	 56 	 0
instancesConflicts/BPPC_1_3_9.txt 	 50 	 51 	 0.957025 	 32 	 189.744003 	 53 	 0
