CONF	|P|	max_gen	n_m	n_c	k1(non-cloned_solutions)	k2(cloned_solutions)	|B|	life_span	seed
1	100	500	0.830000	0.200000	1.300000	4.000000	0.100000	10	1
Instancias 	 L2 	 Bins 	 FBPP 	 Gen 	 Time
instancesConflicts/BPPC_1_0_1.txt 	 48 	 48 	 0.527539 	 26 	 339177.000000
instancesConflicts/BPPC_1_0_2.txt 	 49 	 49 	 0.503583 	 26 	 340602.000000
instancesConflicts/BPPC_1_0_3.txt 	 46 	 46 	 0.486835 	 26 	 333458.000000
instancesConflicts/BPPC_1_0_4.txt 	 49 	 49 	 0.464206 	 27 	 356014.000000
instancesConflicts/BPPC_1_0_5.txt 	 50 	 50 	 0.513323 	 26 	 347746.000000
instancesConflicts/BPPC_1_0_6.txt 	 48 	 48 	 0.441385 	 26 	 329381.000000
instancesConflicts/BPPC_1_0_7.txt 	 48 	 48 	 0.493136 	 27 	 340727.000000
instancesConflicts/BPPC_1_0_8.txt 	 49 	 49 	 0.490435 	 26 	 329327.000000
instancesConflicts/BPPC_1_0_9.txt 	 50 	 50 	 0.504880 	 30 	 408278.000000
instancesConflicts/BPPC_1_0_10.txt 	 46 	 46 	 0.506552 	 28 	 371839.000000
instancesConflicts/BPPC_1_1_1.txt 	 48 	 48 	 0.532346 	 26 	 348569.000000
instancesConflicts/BPPC_1_1_2.txt 	 49 	 49 	 0.476076 	 26 	 344267.000000
instancesConflicts/BPPC_1_1_3.txt 	 46 	 46 	 0.515316 	 26 	 338361.000000
instancesConflicts/BPPC_1_1_4.txt 	 49 	 49 	 0.542828 	 27 	 354969.000000
instancesConflicts/BPPC_1_1_5.txt 	 50 	 50 	 0.493904 	 26 	 344599.000000
instancesConflicts/BPPC_1_1_6.txt 	 48 	 48 	 0.512105 	 26 	 326777.000000
instancesConflicts/BPPC_1_1_7.txt 	 48 	 48 	 0.455532 	 26 	 320199.000000
instancesConflicts/BPPC_1_1_8.txt 	 49 	 49 	 0.538424 	 27 	 332841.000000
instancesConflicts/BPPC_1_1_9.txt 	 50 	 50 	 0.532876 	 29 	 369710.000000
instancesConflicts/BPPC_1_1_10.txt 	 46 	 46 	 0.511000 	 28 	 344303.000000
instancesConflicts/BPPC_1_2_1.txt 	 48 	 48 	 0.488706 	 27 	 331806.000000
instancesConflicts/BPPC_1_2_2.txt 	 49 	 49 	 0.441704 	 26 	 314849.000000
instancesConflicts/BPPC_1_2_3.txt 	 46 	 46 	 0.474496 	 30 	 329872.000000
instancesConflicts/BPPC_1_2_4.txt 	 49 	 49 	 0.507196 	 28 	 346787.000000
instancesConflicts/BPPC_1_2_5.txt 	 50 	 50 	 0.502753 	 26 	 341191.000000
